Pass Rate,Rebases,Wall Clock Time
0.999000,1,1999.234167
0.999000,3,3988.390521
0.998000,1,1987.402469
1.000000,0,1024.203852
0.998750,3,3990.358906
0.999000,0,1001.485411
1.000000,0,997.381595
0.998000,2,3036.698241
0.998500,1,2010.077991
0.998000,0,1010.700963
1.000000,0,999.933608
0.999500,1,1979.145308
1.000000,0,1005.946324
0.999000,0,1011.726722
0.998000,0,1019.232445
1.000000,0,1000.743015
0.999500,1,2029.720256
1.000000,0,1007.181618
1.000000,0,1019.986607
1.000000,0,1008.892507
1.000000,0,1025.635855
0.997000,0,989.652378
1.000000,0,1013.385115
1.000000,0,1014.225019
1.000000,0,1055.297148
1.000000,0,1019.845897
0.999500,1,2014.450936
1.000000,0,990.930030
0.999000,0,1000.172000
0.999000,0,1017.908312
0.998500,1,2033.729727
0.998200,4,5049.299120
1.000000,0,1017.324832
0.999500,1,2011.935739
0.998333,2,3066.273119
0.998000,0,1020.595544
0.999333,2,3005.135335
1.000000,0,993.873246
1.000000,0,991.145359
0.999000,0,1003.852144
1.000000,0,1003.678889
1.000000,0,1005.969653
0.999000,0,1024.093421
1.000000,0,989.606492
0.998800,4,5036.745375
1.000000,0,1013.422581
0.999000,0,1028.496132
0.998333,2,3027.469558
1.000000,0,995.038388
0.999000,0,1019.185626
1.000000,0,1004.976800
0.998500,1,1985.798840
0.999000,1,2006.631839
0.998000,0,994.570149
1.000000,0,999.121861
0.998000,0,1025.417976
1.000000,0,986.765784
0.999000,0,1012.557238
0.998500,1,1993.047145
0.999000,1,1990.171369
1.000000,0,1017.561542
0.998000,0,1014.919169
0.998667,2,3089.684914
0.998000,0,1017.313312
1.000000,0,1012.604346
1.000000,0,998.273048
1.000000,0,1036.306596
0.998000,0,1017.811403
0.998000,0,994.994335
0.998500,1,1986.412564
0.999000,0,1018.028939
0.998000,0,1013.173202
1.000000,0,1009.298243
1.000000,0,1019.866149
0.998000,1,2020.510176
1.000000,0,994.441482
0.999000,0,984.234722
0.997000,0,1002.510230
0.998000,0,982.127329
0.998000,0,998.909394
1.000000,0,992.153149
0.998500,1,1995.347920
0.999000,0,1020.292396
0.997800,4,5059.531806
0.999000,0,994.768904
0.999000,0,1011.410189
1.000000,0,1017.665911
0.999000,1,2004.701498
1.000000,0,1007.732761
0.999000,0,1005.456178
0.996000,0,990.859407
0.999000,1,2009.550164
1.000000,0,1023.531178
1.000000,0,996.657620
0.998500,1,2029.350628
1.000000,0,990.255529
1.000000,0,976.336072
0.998333,2,3039.529717
1.000000,0,989.346559
0.999000,2,2971.484258
0.998500,1,1989.041143
0.997000,0,1021.059913
1.000000,0,1029.996913
0.998000,0,1026.966294
0.999000,1,2009.618348
0.998667,5,5995.232347
1.000000,0,1022.914136
1.000000,0,1005.444220
0.999000,0,1027.304268
0.997000,0,1010.487082
0.997000,1,2039.820337
1.000000,0,1014.132935
0.997000,1,1969.395388
0.998667,2,2984.206311
0.999000,0,1011.856134
1.000000,0,1003.775492
0.999200,4,5060.656727
1.000000,0,990.879302
1.000000,0,980.166112
1.000000,0,998.427295
1.000000,0,1002.130933
0.999000,0,1004.219586
0.998000,0,993.883963
1.000000,0,1016.786228
1.000000,0,1003.528048
0.999500,1,1987.168997
0.998000,0,992.963060
0.999333,2,3050.444713
1.000000,0,981.048472
0.997000,0,997.891721
1.000000,0,1009.634906
0.998667,2,2979.979879
0.999500,1,1986.181963
1.000000,0,994.740832
1.000000,0,1032.689637
0.999200,4,4991.004379
0.999000,0,1008.810655
0.998000,0,1014.214740
1.000000,0,1030.098123
1.000000,0,991.342727
0.998000,0,1023.690281
1.000000,0,999.290424
1.000000,0,1017.150448
0.999500,1,2009.522960
0.999000,0,1000.775600
0.999000,1,2015.316150
0.998500,1,1985.763141
1.000000,0,988.867096
0.999000,2,3039.442159
1.000000,0,1027.842515
0.998000,1,1995.368831
0.997500,1,2021.702692
0.999000,0,999.367924
1.000000,0,998.431016
0.997500,1,2009.658439
0.999000,0,1027.717680
1.000000,0,1009.961744
0.999000,1,2056.283624
1.000000,0,995.830157
1.000000,0,1009.989590
1.000000,0,1026.105369
0.999000,0,991.569033
0.998000,0,989.580110
0.999000,0,1031.683220
0.998500,1,1975.625550
0.998500,1,2001.021189
0.999000,1,2018.281460
1.000000,0,973.268322
0.999000,0,985.000967
1.000000,0,998.505565
0.998000,0,998.159749
0.999600,4,5012.805003
0.999000,3,4029.738270
1.000000,0,1020.412552
0.997000,0,992.110404
1.000000,0,989.797262
0.999333,2,3027.585590
0.998500,1,2021.215729
0.999000,0,1000.755289
1.000000,0,1011.124059
1.000000,0,1019.140209
1.000000,0,1023.113649
0.998500,1,1991.698757
0.998000,0,1020.642707
0.999500,1,2002.330402
1.000000,0,996.317167
0.998000,0,996.609406
1.000000,0,1008.683675
0.998800,4,5017.365698
1.000000,0,991.589555
0.999000,0,1026.009993
0.998000,0,1018.134835
0.999500,1,2006.796533
0.998000,3,4042.346018
0.998000,0,1018.380242
0.998500,1,2045.550514
0.999000,0,1007.987842
1.000000,0,1010.483027
0.999000,0,998.218511
0.997000,0,1028.478935
0.998000,0,1007.383981
0.997000,0,1011.483451
0.998500,1,2023.914720
1.000000,0,1004.545138
0.998000,0,986.671295
1.000000,0,984.477745
0.999222,8,9031.169972
1.000000,0,963.623559
0.998000,0,1005.949673
1.000000,0,993.199122
0.998000,1,2002.872948
0.999000,0,1011.740830
1.000000,0,1017.370216
0.999000,0,980.984754
1.000000,0,1008.141772
0.999000,1,1990.675820
1.000000,0,982.921807
0.999000,0,1012.711443
0.999000,0,1021.170603
0.999000,0,1010.480940
1.000000,0,992.389263
0.998000,0,1006.326253
1.000000,0,1016.542309
0.999000,1,2002.300051
1.000000,0,987.907239
0.999800,4,4943.977647
0.999000,1,2006.639077
1.000000,0,1017.508190
0.999000,0,986.755302
0.998000,0,1010.303446
0.998000,0,985.430811
0.998400,4,5015.843275
0.999000,1,2007.835628
0.998000,0,1001.538276
0.998500,1,2021.486748
0.999000,0,1017.313854
1.000000,0,1000.412596
0.999000,0,1007.341544
1.000000,0,1012.594476
1.000000,0,992.128456
0.999000,1,2007.377886
0.998000,0,992.374514
0.999500,1,1998.903940
0.999000,1,2016.783292
0.998750,3,3984.732152
0.997000,0,988.338986
1.000000,0,1005.310126
0.998000,0,1014.043713
1.000000,0,998.603331
1.000000,0,1015.607503
1.000000,0,1010.764528
1.000000,0,989.565676
0.999000,0,968.680368
1.000000,0,1041.932336
0.998000,1,2040.104565
0.998500,1,2056.030058
1.000000,0,999.730891
0.997000,0,1022.687892
1.000000,0,1035.815848
0.998200,4,4986.879907
0.998500,1,2014.933076
0.999000,2,2992.977185
1.000000,0,1000.420112
0.999500,1,2010.899173
0.998333,2,3016.795911
0.998500,1,2001.649659
0.999000,0,1032.465070
1.000000,0,1012.981092
1.000000,0,1011.295060
1.000000,0,1021.002928
0.999000,1,2014.344524
1.000000,0,1007.085179
0.998000,0,1017.597080
1.000000,0,1017.201615
0.998000,0,983.912967
0.999000,2,2989.954672
0.998750,3,4035.169054
1.000000,0,1012.446612
0.999000,0,984.063290
0.999000,0,1025.800846
0.998000,0,1027.871333
0.997500,1,2013.043515
0.999000,0,994.663357
0.999000,0,1012.258636
0.999000,0,995.795701
1.000000,0,983.290892
0.998000,0,981.235681
0.998333,2,3000.790415
1.000000,0,1010.973795
0.998500,1,2052.522346
0.999000,2,2977.922445
0.998500,5,6037.989998
1.000000,0,997.250591
0.999000,0,992.215342
0.998000,1,2014.458960
1.000000,0,1020.246550
0.999000,1,2035.492433
0.997500,1,2006.494750
0.999000,0,1025.304264
0.999000,0,982.705944
0.999167,5,5977.111372
0.998500,1,2025.126631
0.998667,2,2973.639599
1.000000,0,964.732138
1.000000,0,999.763356
0.996000,0,1010.552519
1.000000,0,1004.249678
0.999500,1,1992.990549
0.999000,0,1010.642217
1.000000,0,1024.496134
0.998333,2,2964.538601
1.000000,0,1014.743959
0.998000,0,1006.084466
0.999000,2,2989.164638
1.000000,0,993.510471
1.000000,0,1006.892386
1.000000,0,1011.903520
1.000000,0,1003.464888
0.999000,0,1001.734482
0.999000,0,1000.962200
0.994000,0,995.024047
1.000000,0,1026.003039
1.000000,0,1006.362074
0.999000,0,997.952249
0.997000,0,1019.188339
1.000000,0,995.088137
0.998000,0,1018.129091
1.000000,0,998.114718
1.000000,0,1017.282601
0.999000,1,1978.205162
0.995000,0,996.055209
1.000000,0,1042.775251
1.000000,0,1010.753262
0.998500,1,2009.439944
0.998500,1,2029.799971
0.999000,0,981.465267
0.999000,0,1006.118327
1.000000,0,979.872759
0.998000,0,995.585950
1.000000,0,1012.192495
0.999000,0,1006.513910
0.999000,1,2017.066331
0.999000,1,1996.978780
0.998000,0,1006.112431
0.999500,1,2002.789678
0.999000,0,1024.092685
1.000000,0,1021.697918
0.998000,0,1019.711892
1.000000,0,1016.730661
0.997000,0,1017.187963
0.998333,2,3050.261271
1.000000,0,1029.015334
1.000000,0,992.513279
0.998000,0,984.384224
0.999000,1,2003.360236
0.998000,0,969.217902
0.999000,0,1026.316710
1.000000,0,1028.124436
1.000000,0,976.134128
0.999000,0,967.750789
0.999000,0,1013.084332
0.998000,0,971.350156
0.998500,1,2019.514218
1.000000,0,991.515306
1.000000,0,1007.978303
1.000000,0,980.119032
1.000000,0,996.625414
0.998250,3,4010.839202
0.999500,1,2003.035737
0.998000,0,1027.147556
1.000000,0,1018.617608
1.000000,0,993.106540
1.000000,0,1004.372214
0.998667,2,2988.661467
0.998500,1,2054.092937
0.998333,2,3035.114577
1.000000,0,1019.806821
0.998714,6,7076.658267
0.997000,0,1012.488976
1.000000,0,980.086056
0.999000,0,1034.629642
0.999000,1,1967.311339
1.000000,0,975.136773
0.997000,0,1013.226923
1.000000,0,993.444826
0.998500,1,2009.322505
0.999000,1,2027.696537
1.000000,0,1023.358020
1.000000,0,1017.983605
0.999000,0,1000.006351
0.999000,1,1993.296417
0.998500,1,1990.443073
1.000000,0,1022.665900
1.000000,0,977.378385
1.000000,0,1020.675704
0.998500,1,2019.380624
0.998500,1,1981.501512
1.000000,0,1004.557369
0.998000,1,1982.278342
0.999000,1,2043.363114
0.999000,0,974.039424
0.999333,2,3009.047483
1.000000,0,999.738017
0.999333,2,2984.778536
1.000000,0,1044.936392
0.998500,1,2029.588738
0.999000,0,992.334840
0.999000,0,1003.307499
0.999000,0,981.528147
1.000000,0,1033.687979
0.999333,2,3009.917302
0.998000,0,1014.846209
0.999000,0,1001.345007
0.998000,0,1010.536066
0.999000,0,1002.517263
0.999000,0,1026.821178
0.999500,1,2025.577016
0.999000,0,996.668356
0.998000,1,2029.781351
0.998500,1,2020.526580
1.000000,0,996.411798
1.000000,0,1023.253029
0.998667,2,3033.056973
0.998500,3,4007.612179
0.999000,2,2999.503189
0.998500,3,4077.337356
0.999000,0,1002.466119
0.998500,1,1984.708574
0.999000,1,1995.964732
1.000000,0,998.319635
1.000000,0,995.365044
0.999000,0,1004.185031
0.998714,6,7020.128576
0.999000,0,983.245360
0.998000,0,1036.397823
1.000000,0,980.457533
0.999500,1,1981.928138
0.999000,1,1987.764158
0.999333,2,3028.482595
0.998000,1,2014.185853
1.000000,0,983.717635
1.000000,0,1017.433260
0.999000,0,1023.360437
1.000000,0,999.984272
0.998000,0,1002.972163
0.999143,6,7025.663557
1.000000,0,995.587361
1.000000,0,1023.657569
0.999000,1,2043.573000
1.000000,0,995.356008
0.999000,0,966.452698
0.999333,2,3042.926147
1.000000,0,1030.167664
0.998000,0,1028.236956
0.998667,5,6010.805825
0.999000,0,1002.919535
1.000000,0,1038.896451
0.999000,0,1009.722595
0.999000,2,3022.184359
1.000000,0,1011.488970
0.999000,1,1965.014701
0.997500,1,2000.280124
0.999500,1,2005.289808
0.999000,0,996.885016
0.998000,0,1016.448994
0.998750,3,4028.575806
0.999000,0,1004.097965
0.999250,3,4025.868027
0.999000,0,1030.694874
0.999000,0,1011.434047
0.999000,0,1013.814202
1.000000,0,995.485808
0.998000,0,1011.687098
0.999000,0,1016.888576
1.000000,0,1019.513201
0.999000,0,1013.482761
0.999000,0,1011.070396
1.000000,0,998.210368
0.998667,2,2992.468518
0.997667,2,3027.713999
1.000000,0,986.209912
1.000000,0,1001.388443
0.999000,0,994.140233
0.998000,3,3991.688522
0.999000,0,968.578277
1.000000,0,1003.749910
0.999000,0,1024.684066
1.000000,0,994.150169
1.000000,0,1009.284270
0.999000,1,1973.032710
1.000000,0,1027.098489
0.999000,0,996.081241
0.999000,1,2012.177986
0.998500,1,2051.266637
0.998500,1,1989.148338
1.000000,0,1042.189660
1.000000,0,1000.887225
0.999167,5,6023.627293
1.000000,0,1002.077959
0.999000,0,999.768016
0.999500,1,1987.057841
0.998000,3,4030.996090
0.999000,0,1024.136874
1.000000,0,989.581234
1.000000,0,1027.690277
0.999000,0,1009.435136
1.000000,0,1012.094587
0.997000,0,1020.605818
1.000000,0,984.673371
0.998000,1,2010.844642
0.999000,0,1001.703016
0.999000,0,1017.743578
0.999000,0,987.921706
0.999200,4,5019.469782
0.998000,0,1016.548450
1.000000,0,991.824564
0.998500,1,2002.808198
1.000000,0,991.234609
1.000000,0,976.464761
0.997000,0,999.067947
0.998000,0,1019.170378
0.999500,1,1991.815639
0.998000,1,2015.749024
1.000000,0,1002.009022
0.999000,2,2991.379130
1.000000,0,998.839421
1.000000,0,1009.038522
1.000000,0,999.777007
0.999000,4,5003.182763
0.999000,0,1026.521138
1.000000,0,999.669665
0.998000,0,1009.390692
1.000000,0,990.653614
0.999000,0,1020.655361
1.000000,0,977.940379
0.998000,1,2041.668471
1.000000,0,1001.561041
1.000000,0,983.313909
0.998667,2,3020.962376
0.999250,3,4031.049867
0.998000,0,993.622774
0.999000,0,1016.728079
0.999000,1,1983.346096
0.999000,0,995.388138
0.999000,1,2028.902380
1.000000,0,998.115560
0.999000,0,1015.558231
0.999000,0,1014.609527
0.998000,0,989.865512
0.999000,1,1975.519605
0.998750,3,3970.657514
0.998667,2,3053.913731
0.999000,0,1019.295649
0.998500,1,1991.896563
1.000000,0,996.088292
1.000000,0,1017.145376
0.998375,7,8024.382503
1.000000,0,1023.625497
1.000000,0,1017.079171
1.000000,0,1029.806413
0.999000,1,2058.803698
0.999000,0,1030.401252
0.997000,0,997.643275
0.998000,0,994.684386
0.999000,0,971.633633
1.000000,0,997.211021
0.998000,0,1023.675699
0.998500,1,2016.985240
0.999000,2,3000.399281
0.999000,0,1009.348502
1.000000,0,1038.317353
1.000000,0,1010.101335
0.998000,1,1995.552398
0.997000,0,980.483819
1.000000,0,1013.064542
0.999500,1,2030.971131
0.998000,0,1033.476839
0.999000,3,3988.845394
0.999000,0,980.269515
0.999000,1,1955.073582
0.999000,1,1974.702780
0.999000,1,1994.175391
1.000000,0,1029.476875
1.000000,0,1024.469349
0.999000,0,997.167752
0.999000,0,1010.744987
1.000000,0,1022.421436
0.999000,0,1011.760462
1.000000,0,1002.364869
1.000000,0,1003.429571
0.998500,1,2005.703065
1.000000,0,996.275026
0.998333,2,3015.111122
0.998000,0,1001.564413
1.000000,0,1006.900263
0.999000,0,1029.852730
0.998250,3,3999.937403
1.000000,0,984.852242
0.996000,0,1018.561788
1.000000,0,1016.957828
0.999000,1,1998.623472
1.000000,0,1007.821696
0.997333,2,3008.896189
1.000000,0,1023.227027
0.999000,0,1031.337780
0.999000,1,1987.124371
0.999000,0,1010.685848
0.999000,0,989.864070
0.998000,0,1036.032331
0.998333,2,3054.907836
0.999000,0,984.948269
1.000000,0,989.443368
1.000000,0,1014.426143
0.998500,1,1960.661417
1.000000,0,1013.572325
0.997500,1,2018.847343
0.999000,0,1011.605422
1.000000,0,988.661165
0.996000,0,1011.591385
1.000000,0,980.496695
0.998500,1,2051.561382
0.999000,1,1986.390385
0.999600,9,10068.142798
0.999000,0,990.097925
0.998000,0,1024.747926
0.998750,3,3984.512565
0.998500,1,2012.325997
1.000000,0,1024.580791
0.999000,0,1025.691005
1.000000,0,996.177106
0.997000,1,2031.831964
1.000000,0,1009.956783
0.998000,0,1024.791307
1.000000,0,1018.705945
1.000000,0,985.542944
0.999000,0,978.780735
1.000000,0,1016.077429
0.997000,0,1031.579837
0.999500,1,1997.442648
0.998000,0,985.965791
0.999333,2,3018.172391
0.998667,2,3019.545698
0.998250,3,4028.900129
1.000000,0,1011.401202
0.999000,0,999.739996
1.000000,0,1015.119930
1.000000,0,968.938481
0.999333,2,3062.680000
0.999000,0,991.543985
0.999000,0,989.460493
0.997000,0,997.464542
0.999500,1,2025.727064
1.000000,0,1001.449518
1.000000,0,959.450998
0.998500,1,1997.994412
0.998500,1,1955.632619
0.998500,3,4019.688635
1.000000,0,1012.697665
1.000000,0,1018.288040
0.998333,2,3010.205247
0.998000,1,2004.926415
1.000000,0,1036.314862
1.000000,0,987.430047
0.999375,7,8037.449476
1.000000,0,990.303049
1.000000,0,1028.327345
0.999000,0,998.566619
0.997000,0,1000.621372
0.999250,3,3935.746993
1.000000,0,986.719343
1.000000,0,995.055688
0.999000,0,1002.318236
1.000000,0,983.613786
1.000000,0,1021.423402
0.997000,0,1027.411259
0.998000,1,2011.588464
0.999400,4,5048.046207
1.000000,0,1019.674328
1.000000,0,1011.530717
0.994000,0,1017.981804
0.999000,0,1000.676539
0.999000,0,1003.853978
0.999000,3,4029.058239
0.999000,0,1001.233485
1.000000,0,995.125436
0.998000,1,1960.136485
0.999000,0,992.828833
0.999333,2,2987.734333
0.998750,3,3940.751471
0.999000,1,1976.836664
0.998000,0,1012.248490
0.999000,5,5981.648097
0.999000,0,1046.700981
0.997000,0,985.672124
0.999000,1,2027.080469
0.999000,0,983.162410
1.000000,0,1013.514681
0.998000,0,1013.892836
0.999000,0,996.024608
1.000000,0,1007.666983
1.000000,0,1013.815032
1.000000,0,982.881203
1.000000,0,992.269232
1.000000,0,996.583981
1.000000,0,994.557610
1.000000,0,1022.764626
0.999500,1,1990.644586
1.000000,0,999.567577
0.999000,2,3039.697237
0.999000,0,1001.162931
0.998000,0,985.549220
0.999000,2,3013.513643
0.997500,1,2001.675910
0.999000,0,1026.640946
1.000000,0,1011.095740
1.000000,0,1009.998537
0.998500,1,1966.397575
0.999000,0,1038.684335
0.998667,2,3013.468924
0.998000,1,2008.694337
0.998500,1,2004.570803
1.000000,0,1012.415340
0.999000,0,997.278808
0.997000,1,1999.448177
1.000000,0,1004.724489
1.000000,0,1003.458067
0.998000,0,1000.798127
1.000000,0,1001.505035
1.000000,0,1022.176690
1.000000,0,1005.593657
1.000000,0,993.915126
0.998750,3,4027.237115
1.000000,0,986.905894
0.999000,0,1009.396280
1.000000,0,1022.011524
0.997000,0,1017.819566
1.000000,0,1012.008722
0.998000,0,1005.467676
0.999000,1,2009.632549
1.000000,0,979.127164
0.999000,0,1023.054966
0.999000,3,3949.448346
1.000000,0,1008.369426
1.000000,0,981.757001
0.998000,1,2021.664391
1.000000,0,1006.955254
0.998500,3,3983.130124
0.999333,2,2999.123966
1.000000,0,1011.172967
1.000000,0,1024.876104
1.000000,0,1026.075590
1.000000,0,985.091361
1.000000,0,984.139853
0.998000,0,1024.998012
0.999000,0,1016.069766
0.999000,0,1006.750113
1.000000,0,1010.051446
0.998500,1,1982.005187
0.999500,1,2011.570810
0.999000,0,993.782996
0.998333,2,3014.125900
0.999000,0,998.039871
1.000000,0,984.213026
0.999333,2,3017.769140
0.999000,1,2010.936860
0.998333,2,3048.886827
1.000000,0,1016.374916
0.998000,0,1008.113587
0.999000,0,1015.723922
0.999667,2,3041.145544
0.999333,2,2986.232201
1.000000,0,1015.347253
1.000000,0,1030.735736
1.000000,0,1013.652281
0.998000,2,2990.015298
0.998500,1,1993.099370
0.999000,0,968.815128
0.997000,0,1014.693449
1.000000,0,982.865313
0.998667,5,6012.687672
1.000000,0,1006.306496
0.999000,0,1017.382284
0.997667,2,2984.821604
1.000000,0,990.331414
1.000000,0,989.225957
0.999000,0,994.621841
0.998800,4,5054.251248
0.999000,0,1012.183428
1.000000,0,992.154736
0.998000,4,5032.609172
0.999000,1,2024.189562
1.000000,0,1002.861322
0.998400,4,5022.922105
0.999500,1,2004.656803
0.999000,4,5011.731070
0.999000,0,959.525019
0.999000,2,3017.272422
0.999000,0,1012.630107
0.999000,0,1038.990483
0.999500,5,6022.106722
1.000000,0,1034.071659
1.000000,0,1018.048641
0.998500,1,2039.243867
